torch implementation took 7.080 seconds to generate 1.486 seconds of audio
         3819036 function calls (3747018 primitive calls) in 9.506 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 random.py:244(randint)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 relational.py:60(Relational)
        1    0.000    0.000    0.000    0.000 core.py:3511(__init__)
        1    0.000    0.000    0.000    0.000 functional_modules.py:140(QFunctional)
        1    0.000    0.000    0.000    0.000 activation.py:173(Hardtanh)
        1    0.000    0.000    0.000    0.000 _pyio.py:841(seekable)
        1    0.000    0.000    0.000    0.000 transforms.py:2342(CompositeGenericTransform)
        3    0.000    0.000    0.000    0.000 _pyio.py:818(flush)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:394(FakeTensorConfig)
        1    0.000    0.000    0.000    0.000 semi_structured.py:445(SparseSemiStructuredTensorCUSPARSELT)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:386(_set_prec)
        1    0.000    0.000    0.000    0.000 _coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 ddm.py:85(DDM)
        1    0.000    0.000    0.000    0.000 client.py:772(HTTPConnection)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:868(__new__)
        1    0.000    0.000    0.000    0.000 _rgi.py:34(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 hyper.py:358(meijerg)
        1    0.000    0.000    0.000    0.000 numpy.py:35(NumPyPrinter)
        1    0.000    0.000    0.000    0.000 upsampling.py:220(UpsamplingBilinear2d)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3014(rv_discrete)
        1    0.000    0.000    0.000    0.000 fancysets.py:518(Range)
       22    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:58(MPContext)
        1    0.000    0.000    0.000    0.000 impl.py:180(__init__)
        1    0.000    0.000    0.000    0.000 pooling.py:889(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 cparser.py:295(Parser)
        1    0.000    0.000    0.000    0.000 ordinals.py:56(Ordinal)
        1    0.000    0.000    0.000    0.000 normalization.py:89(LayerNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:257(<dictcomp>)
        1    0.000    0.000    0.000    0.000 function.py:32(FunctionCtx)
        1    0.000    0.000    0.000    0.000 complexfield.py:12(ComplexField)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1751(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
       11    0.000    0.000    0.000    0.000 results.py:247(__iter__)
        1    0.000    0.000    0.000    0.000 profiler_legacy.py:26(profile)
        1    0.000    0.000    0.000    0.000 loss.py:301(GaussianNLLLoss)
        1    0.000    0.000    0.000    0.000 unflatten.py:122(FlatArgsAdapter)
       31    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        5    0.000    0.000    0.000    0.000 add.py:851(<listcomp>)
        1    0.000    0.000    0.000    0.000 curve.py:22(Curve)
       16    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       19    0.000    0.000    0.000    0.000 cparser.py:448(_add_constants)
        1    0.000    0.000    0.000    0.000 colors.py:96(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 _pyio.py:1966(TextIOWrapper)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 conv.py:271(Conv1d)
        1    0.000    0.000    0.000    0.000 offsetbox.py:186(OffsetBox)
       33    0.000    0.000    0.000    0.000 __init__.py:80(<genexpr>)
        1    0.000    0.000    0.000    0.000 rcode.py:76(RCodePrinter)
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 conv.py:82(Conv2d)
        4    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_fonttype)
        1    0.000    0.000    0.000    0.000 dataframes.py:417(DataFrameTracer)
        4    0.000    0.000    0.000    0.000 libmpf.py:1313(from_str)
        1    0.000    0.000    0.000    0.000 normal.py:12(Normal)
        1    0.000    0.000    0.000    0.000 dimensions.py:269(DimensionSystem)
        1    0.000    0.000    0.000    0.000 realfield.py:12(RealField)
        2    0.000    0.000    0.000    0.000 c_lexer.py:319(t_ppline_NEWLINE)
        9    0.000    0.000    0.000    0.000 dimensions.py:36(__init__)
        1    0.000    0.000    0.000    0.000 functional_modules.py:9(FloatFunctional)
        1    0.000    0.000    0.000    0.000 textplot.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:143(__float__)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:233(<lambda>)
        1    0.000    0.000    0.000    0.000 profiler.py:954(KinetoStepTracker)
        1    0.000    0.000    0.000    0.000 special.py:181(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:2502(AlgebraicNumber)
        1    0.000    0.000    0.000    0.000 core.py:2354(Keyword)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:14(AlgebraicField)
       19    0.000    0.000    0.000    0.000 c_ast.py:533(__init__)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 physical.py:159(positions_tensor)
        1    0.000    0.000    0.000    0.000 loss.py:1356(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:379(MinMaxBase)
        1    0.000    0.000    0.000    0.000 glsl.py:29(GLSLPrinter)
        1    0.000    0.000    0.000    0.000 rnn.py:1015(LSTMCell)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 digits.py:1(<module>)
        5    0.000    0.000    0.000    0.000 add.py:767(<listcomp>)
        4    0.000    0.000    0.000    0.000 gaussiandomains.py:54(__neg__)
        1    0.000    0.000    0.000    0.000 batchnorm.py:573(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 observer.py:1382(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 physical.py:197(mass_array)
        1    0.000    0.000    0.000    0.000 tempfile.py:622(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 line.py:1581(Segment)
        1    0.000    0.000    0.000    0.000 padding.py:458(ReflectionPad3d)
       26    0.000    0.000    0.000    0.000 typing_extensions.py:1569(__init__)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tensor.py:808(__init__)
        1    0.000    0.000    0.000    0.000 padding.py:195(_ConstantPadNd)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1659(ReciprocalTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 colors.py:948(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 sets.py:1264(Union)
        1    0.000    0.000    0.000    0.000 splitter_base.py:193(SplitResult)
        1    0.000    0.000    0.000    0.000 inspect.py:2742(Signature)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        2    0.000    0.000    0.000    0.000 core.py:3379(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _interpolate.py:341(interp1d)
        1    0.000    0.000    0.000    0.000 mathml.py:127(MathMLContentPrinter)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:658(__eq__)
        1    0.000    0.000    0.000    0.000 dates.py:1185(RRuleLocator)
        8    0.000    0.000    0.000    0.000 core.py:4773(stopOn)
       11    0.000    0.000    0.000    0.000 libmpf.py:663(mpf_neg)
       42    0.000    0.000    0.000    0.000 _dill.py:443(register)
        1    0.000    0.000    0.000    0.000 free_groups.py:114(FreeGroup)
       32    0.000    0.000    0.000    0.000 lex.py:722(<lambda>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 difflib.py:1696(HtmlDiff)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_function_type}
       16    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        1    0.000    0.000    0.000    0.000 rnn.py:263(LSTM)
       19    0.000    0.000    0.000    0.000 c_ast.py:369(__init__)
        1    0.000    0.000    0.000    0.000 dimensions.py:95(Dimension)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
       15    0.000    0.000    0.000    0.000 add.py:638(<genexpr>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        8    0.000    0.000    0.000    0.000 model.py:160(__init__)
        4    0.000    0.000    0.000    0.000 kind.py:75(__new__)
        1    0.000    0.000    0.000    0.000 model.py:1901(CustomClassType)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:14(GaussianElement)
        1    0.000    0.000    0.000    0.000 rationalfield.py:14(RationalField)
       32    0.000    0.000    0.000    0.000 decorators.py:184(sympify_return)
        1    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:27(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 maple.py:84(MapleCodePrinter)
        1    0.000    0.000    0.000    0.000 stringpict.py:18(stringPict)
        1    0.000    0.000    0.000    0.000 observer.py:2(<module>)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:760(_copy_to_script_wrapper)
       15    0.000    0.000    0.000    0.000 add.py:650(<genexpr>)
        1    0.000    0.000    0.000    0.000 _ops.py:965(__init__)
        1    0.000    0.000    0.000    0.000 _dill.py:398(Unpickler)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 pycode.py:675(<listcomp>)
        1    0.000    0.000    0.000    0.000 boolalg.py:201(BooleanAtom)
        5    0.000    0.000    0.000    0.000 _pyio.py:406(__del__)
        1    0.000    0.000    0.000    0.000 prufer.py:11(Prufer)
       12    0.000    0.000    0.000    0.000 _internal.py:82(register_log)
        1    0.000    0.000    0.000    0.000 conv.py:1137(_LazyConvXdMixin)
        1    0.000    0.000    0.000    0.000 pycode.py:85(<listcomp>)
       31    0.000    0.000    0.000    0.000 physical.py:118(masses)
       13    0.000    0.000    0.000    0.000 _conversions.py:39(_make_conversion_method)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
       48    0.000    0.000    0.000    0.000 _pyio.py:476(closed)
        1    0.000    0.000    0.000    0.000 rnn.py:282(RNNBase)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 mock.py:2092(AsyncMockMixin)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        1    0.000    0.000    0.000    0.000 core.py:1322(make_mask_descr)
       15    0.000    0.000    0.000    0.000 libelefun.py:106(def_mpf_constant)
        9    0.000    0.000    0.000    0.000 _internal.py:890(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:44(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        2    0.000    0.000    0.000    0.000 _pyio.py:1722(tell)
       31    0.000    0.000    0.000    0.000 core.py:4098(<genexpr>)
        4    0.000    0.000    0.000    0.000 _pyio.py:395(close)
        1    0.000    0.000    0.000    0.000 model.py:1522(kind)
        9    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:151(<listcomp>)
       11    0.000    0.000    0.000    0.000 dataclasses.py:521(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1096(ByteStorage)
        1    0.000    0.000    0.000    0.000 model.py:1880(OptionalType)
       13    0.000    0.000    0.000    0.000 pathlib.py:102(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        4    0.000    0.000    0.000    0.000 libmpf.py:631(mpf_le)
        1    0.000    0.000    0.000    0.000 rnn.py:165(_LSTMLayer)
        1    0.000    0.000    0.000    0.000 conv_relu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:174(SubsetRandomSampler)
        1    0.000    0.000    0.000    0.000 special.py:75(__new__)
       21    0.000    0.000    0.000    0.000 _bunch.py:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 physical.py:133(CompiledSpringMesh)
        1    0.000    0.000    0.000    0.000 group_constructs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:52(_MixedPrecision)
       15    0.000    0.000    0.000    0.000 add.py:653(<genexpr>)
        2    0.000    0.000    0.000    0.000 matrices.py:1033(<genexpr>)
        1    0.000    0.000    0.000    0.000 argparse.py:1619(ArgumentParser)
        1    0.000    0.000    0.000    0.000 core.py:2499(CaselessKeyword)
        2    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 residue_ntheory.py:1020(mobius)
       36    0.000    0.000    0.000    0.000 core.py:4099(<genexpr>)
        1    0.000    0.000    0.000    0.000 artist.py:67(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 model.py:1859(BaseType)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:95(RelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 common.py:89(MatrixShaping)
        1    0.000    0.000    0.000    0.000 locale.py:651(getpreferredencoding)
        4    0.000    0.000    0.000    0.000 domain.py:661(from_ExpressionRawDomain)
        1    0.000    0.000    0.000    0.000 conv.py:482(Conv3d)
       15    0.000    0.000    0.000    0.000 typing.py:320(__init__)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        1    0.000    0.000    0.000    0.000 _base.py:559(<dictcomp>)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:141(__int__)
       11    0.000    0.000    0.000    0.000 enum.py:386(__getitem__)
        1    0.000    0.000    0.000    0.000 cycler.py:104(Cycler)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        6    0.000    0.000    0.000    0.000 libmpf.py:653(mpf_pos)
        1    0.000    0.000    0.000    0.000 proxy.py:485(Attribute)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:13(FisherSnedecor)
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:70(IntegralTransform)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
       21    0.000    0.000    0.000    0.000 core.py:3627(recurse)
        1    0.000    0.000    0.000    0.000 quantities.py:15(Quantity)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        5    0.000    0.000    0.000    0.000 __init__.py:20(is_available)
        1    0.000    0.000    0.000    0.000 fields.py:104(FracField)
        1    0.000    0.000    0.000    0.000 _dia.py:16(dia_matrix)
        1    0.000    0.000    0.000    0.000 graph.py:114(_Namespace)
        1    0.000    0.000    0.000    0.000 gui.py:26(tqdm_gui)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 _sources.py:111(ParsedDef)
        1    0.000    0.000    0.000    0.000 finitefield.py:12(FiniteField)
        1    0.000    0.000    0.000    0.000 conv_fused.py:540(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 _streambase.py:4(_StreamBase)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:38(ivmpf)
        1    0.000    0.000    0.000    0.000 log_normal.py:9(LogNormal)
        1    0.000    0.000    0.000    0.000 textpath.py:304(TextPath)
        1    0.000    0.000    0.000    0.000 api.py:302(string)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 _csc.py:16(csc_matrix)
        1    0.000    0.000    0.000    0.000 function.py:153(FunctionClass)
        1    0.000    0.000    0.000    0.000 contour.py:653(ContourSet)
        1    0.000    0.000    0.000    0.000 conv.py:118(Conv3d)
        1    0.000    0.000    0.000    0.000 core.py:141(MaskedTensor)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1181(<listcomp>)
        4    0.000    0.000    0.000    0.000 function.py:728(_iter_filter)
        1    0.000    0.000    0.000    0.000 matexpr.py:585(MatrixElement)
        2    0.000    0.000    0.000    0.000 kind.py:266(register)
       15    0.000    0.000    0.000    0.000 add.py:644(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 named_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:791(DispatchCacheInfo)
        1    0.000    0.000    0.000    0.000 numpy.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:12(PythonIntegerRing)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:8(autocast)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 ideals.py:7(Ideal)
       15    0.000    0.000    0.000    0.000 add.py:652(<genexpr>)
        1    0.000    0.000    0.000    0.000 numpy.py:428(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:89(__compat__)
        1    0.000    0.000    0.000    0.000 observer.py:396(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 graph_signature.py:55(InputSpec)
        1    0.000    0.000    0.000    0.000 operator_support.py:27(OperatorSupportBase)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:1747(__hash__)
        1    0.000    0.000    0.000    0.000 inverse_gamma.py:11(InverseGamma)
        1    0.000    0.000    0.000    0.000 _bsplines.py:67(BSpline)
        1    0.000    0.000    0.000    0.000 random.py:200(randrange)
        1    0.000    0.000    0.000    0.000 padding.py:32(CircularPad1d)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 heuristicgcd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 results.py:436(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        2    0.000    0.000    0.000    0.000 pythonmpq.py:57(__new__)
        1    0.000    0.000    0.000    0.000 extensions.py:11(ExtensionElement)
        1    0.000    0.000    0.000    0.000 permutation.py:9(PermutationMatrix)
        1    0.000    0.000    0.000    0.000 widgets.py:1104(TextBox)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1697(rv_continuous)
        1    0.000    0.000    0.000    0.000 tensor.py:811(_comm_init)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:75(NumExprPrinter)
        1    0.000    0.000    0.000    0.000 impl.py:854(parse_return)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 utils.py:392(NamespaceHelper)
        1    0.000    0.000    0.000    0.000 exponential.py:36(ExpBase)
        1    0.000    0.000    0.000    0.000 padding.py:313(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 profiler.py:90(profile)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:274(__init__)
        1    0.000    0.000    0.000    0.000 _ltisys.py:1225(StateSpace)
        1    0.000    0.000    0.000    0.000 graycode.py:6(GrayCode)
        1    0.000    0.000    0.000    0.000 core.py:1308(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 indexed.py:124(Indexed)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1051(TimerBase)
        1    0.000    0.000    0.000    0.000 numpy.py:32(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tensor.py:1680(TensorHead)
        1    0.000    0.000    0.000    0.000 _pyio.py:2045(_configure)
        1    0.000    0.000    0.000    0.000 profiler.py:747(ExecutionTraceObserver)
        1    0.000    0.000    0.000    0.000 fields.py:286(FracElement)
       12    0.000    0.000    0.000    0.000 domain.py:371(new)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1248(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 __init__.py:1749(__init__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:345(Parser)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:18(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:20(Expression)
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
        1    0.000    0.000    0.000    0.000 __init__.py:1301(HalfStorage)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        4    0.000    0.000    0.000    0.000 core.py:3304(parseImpl)
        2    0.000    0.000    0.000    0.000 c_parser.py:937(p_specifier_qualifier_list_4)
        1    0.000    0.000    0.000    0.000 function.py:1917(Lambda)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:342(AliasInfo)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
        4    0.000    0.000    0.000    0.000 c_parser.py:1003(p_struct_or_union)
        1    0.000    0.000    0.000    0.000 linear.py:99(Linear)
        1    0.000    0.000    0.000    0.000 rnn.py:14(PackedSequence_)
        1    0.000    0.000    0.000    0.000 repmatrix.py:317(MutableRepMatrix)
       40    0.000    0.000    0.000    0.000 core.py:1873(recurse)
        1    0.000    0.000    0.000    0.000 core.py:6480(MaskedConstant)
        2    0.000    0.000    0.000    0.000 domainmatrix.py:188(from_rep)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       19    0.000    0.000    0.000    0.000 numbers.py:2287(__index__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8474(vonmises_gen)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        6    0.000    0.000    0.000    0.000 c_parser.py:154(_push_scope)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
       27    0.000    0.000    0.000    0.000 singleton.py:128(__repr__)
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 factor_.py:1905(totient)
        1    0.000    0.000    0.000    0.000 _backend.py:325(set_global_backend)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:9(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 codeop.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
        1    0.000    0.000    0.000    0.000 special.py:104(Identity)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 complexes.py:522(eval)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:173(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:17(Future)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       29    0.000    0.000    0.000    0.000 singleton.py:174(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
       15    0.000    0.000    0.000    0.000 add.py:640(<genexpr>)
        1    0.000    0.000    0.000    0.000 hooks.py:9(RemovableHandle)
        1    0.000    0.000    0.000    0.000 exponential.py:11(Exponential)
        1    0.000    0.000    0.000    0.000 font_manager.py:614(FontProperties)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:103(__init__)
        1    0.000    0.000    0.000    0.000 lex.py:116(__init__)
        5    0.000    0.000    0.000    0.000 impl.py:700(supported_param)
        1    0.000    0.000    0.000    0.000 conv.py:855(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 colors.py:1206(Normalize)
        1    0.000    0.000    0.000    0.000 rnn.py:767(RNNCellBase)
        1    0.000    0.000    0.000    0.000 tensor.py:4016(TensorElement)
        2    0.000    0.000    0.000    0.000 integers.py:297(_eval_number)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:357(_mpc)
       17    0.000    0.000    0.000    0.000 ctx_fp.py:28(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        5    0.000    0.000    0.000    0.000 version.py:74(__lt__)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3210(_around_dispatcher)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4047(invgauss_gen)
        1    0.000    0.000    0.000    0.000 axis3d.py:578(XAxis)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 fileopener.py:13(FileOpenerIterDataPipe)
        2    0.000    0.000    0.000    0.000 _pyio.py:2181(closed)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1116(EvaluateFalseTransformer)
        1    0.000    0.000    0.000    0.000 epathtools.py:6(EPath)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:3212(__new__)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:177(<lambda>)
        1    0.000    0.000    0.000    0.000 sets.py:799(ProductSet)
        1    0.000    0.000    0.000    0.000 matrices.py:1005(<lambda>)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        2    0.000    0.000    0.000    0.000 streams.py:14(Stream)
        1    0.000    0.000    0.000    0.000 overrides.py:1874(TorchFunctionMode)
        1    0.000    0.000    0.000    0.000 _guards.py:137(Guard)
        1    0.000    0.000    0.000    0.000 gamma.py:15(Gamma)
        1    0.000    0.000    0.000    0.000 boolalg.py:463(BooleanFunction)
        1    0.000    0.000    0.000    0.000 repmatrix.py:347(_fromrep)
        4    0.000    0.000    0.000    0.000 util.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:26(_Dim)
        1    0.000    0.000    0.000    0.000 rnn.py:1196(RNNCell)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:161(__neg__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:432(rv_frozen)
        1    0.000    0.000    0.000    0.000 _crosstab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2220(_PendingSkip)
        2    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        1    0.000    0.000    0.000    0.000 loss.py:1043(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 normalization.py:209(GroupNorm)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
        1    0.000    0.000    0.000    0.000 pkgdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:405(DataFlowEdge)
        1    0.000    0.000    0.000    0.000 partitions.py:15(Partition)
        1    0.000    0.000    0.000    0.000 bessel.py:267(bessely)
        1    0.000    0.000    0.000    0.000 runtests.py:1964(PyTestReporter)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
