torch implementation took 7.080 seconds to generate 1.486 seconds of audio
         3819036 function calls (3747018 primitive calls) in 9.506 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _trustregion.py:29(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 spawn.py:43(ProcessExitedException)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:2(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:491(GRU)
        1    0.000    0.000    0.000    0.000 subspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qconfig.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 transforms.py:44(Transform)
        1    0.000    0.000    0.000    0.000 generate_numeric_debug_handle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1331(ShortStorage)
        1    0.000    0.000    0.000    0.000 core.py:4907(Opt)
        1    0.000    0.000    0.000    0.000 yacc.py:2976(<listcomp>)
        1    0.000    0.000    0.000    0.000 singularity_functions.py:14(SingularityFunction)
        6    0.000    0.000    0.000    0.000 weakref.py:189(get)
        1    0.000    0.000    0.000    0.000 tensor.py:788(_TensorManager)
        1    0.000    0.000    0.000    0.000 quantization_mappings.py:2(<module>)
        1    0.000    0.000    0.000    0.000 splitter_base.py:81(FxNetAccNodesFinder)
        1    0.000    0.000    0.000    0.000 _multivariate.py:281(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 annotations.py:84(EvalEnv)
        1    0.000    0.000    0.000    0.000 graph_drawer.py:408(FxGraphDrawer)
       30    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 sharding.py:28(ShardingFilterIterDataPipe)
        1    0.000    0.000    0.000    0.000 formal.py:1498(FiniteFormalPowerSeries)
        1    0.000    0.000    0.000    0.000 _pyio.py:778(_BufferedIOMixin)
        1    0.000    0.000    0.000    0.000 spines.py:510(Spines)
        5    0.000    0.000    0.000    0.000 sets.py:1949(__iter__)
        1    0.000    0.000    0.000    0.000 _pytree.py:761(__init__)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1930(NdPPoly)
        1    0.000    0.000    0.000    0.000 modules.py:698(PowerBasis)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 poisson.py:11(Poisson)
        1    0.000    0.000    0.000    0.000 polar.py:150(InvertedPolarTransform)
        2    0.000    0.000    0.000    0.000 c_parser.py:1286(p_type_qualifier_list)
        1    0.000    0.000    0.000    0.000 ticker.py:1962(MaxNLocator)
        9    0.000    0.000    0.000    0.000 profiler_util.py:387(_attr_formatter)
        7    0.000    0.000    0.000    0.000 _pyio.py:385(flush)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        1    0.000    0.000    0.000    0.000 common.py:56(MatrixRequired)
        1    0.000    0.000    0.000    0.000 _builtins.py:116(_gen_torch_functional_registered_ops)
        1    0.000    0.000    0.000    0.000 figure.py:93(SubplotParams)
        1    0.000    0.000    0.000    0.000 core.py:5554(Suppress)
        8    0.000    0.000    0.000    0.000 typing.py:535(__repr__)
        1    0.000    0.000    0.000    0.000 axis3d.py:586(YAxis)
        1    0.000    0.000    0.000    0.000 fourier.py:124(FourierSeries)
        1    0.000    0.000    0.000    0.000 doccer.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:7(SubplotBase)
        1    0.000    0.000    0.000    0.000 axis3d.py:594(ZAxis)
        1    0.000    0.000    0.000    0.000 gammazeta.py:395(bernoulli_size)
        1    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 cpp_backtrace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:853(Handler)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:918(ReciprocalHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 graph_module.py:261(_WrappedCall)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 sets.py:2132(SymmetricDifference)
       10    0.000    0.000    0.000    0.000 case.py:1405(_deprecate)
       24    0.000    0.000    0.000    0.000 patches.py:2243(<genexpr>)
       51    0.000    0.000    0.000    0.000 iterables.py:870(<lambda>)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:11(EmbeddingPackedParams)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
       31    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
       18    0.000    0.000    0.000    0.000 cycler.py:170(change_key)
        1    0.000    0.000    0.000    0.000 version.py:65(_BaseVersion)
        1    0.000    0.000    0.000    0.000 doctest.py:2156(DocTestCase)
        1    0.000    0.000    0.000    0.000 functional_modules.py:88(FXFloatFunctional)
        1    0.000    0.000    0.000    0.000 creation.py:3(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:104(MNewton)
        1    0.000    0.000    0.000    0.000 __init__.py:84(MkldnnModule)
        1    0.000    0.000    0.000    0.000 physical.py:101(Spring)
        1    0.000    0.000    0.000    0.000 unary.py:75(<listcomp>)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 studentT.py:12(StudentT)
        1    0.000    0.000    0.000    0.000 _mangling.py:9(PackageMangler)
        1    0.000    0.000    0.000    0.000 graph_signature.py:185(ExportBackwardSignature)
        6    0.000    0.000    0.000    0.000 numbers.py:2292(_eval_is_odd)
       14    0.000    0.000    0.000    0.000 utils.py:35(exposed_in)
        1    0.000    0.000    0.000    0.000 activation.py:1443(Softmin)
        1    0.000    0.000    0.000    0.000 conv.py:1399(LazyConvTranspose1d)
       21    0.000    0.000    0.000    0.000 __init__.py:959(setFormatter)
       12    0.000    0.000    0.000    0.000 domain.py:465(of_type)
        1    0.000    0.000    0.000    0.000 ticker.py:1491(PercentFormatter)
        1    0.000    0.000    0.000    0.000 conv.py:10(_ConvNd)
        8    0.000    0.000    0.000    0.000 matrices.py:1088(<genexpr>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 __init__.py:358(SymBool)
       18    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:62(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _traceback.py:160(CapturedTraceback)
        1    0.000    0.000    0.000    0.000 legend_handler.py:519(__init__)
        1    0.000    0.000    0.000    0.000 instancenorm.py:11(_InstanceNorm)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 polytools.py:6943(GroebnerBasis)
        1    0.000    0.000    0.000    0.000 conv.py:381(Conv2d)
        1    0.000    0.000    0.000    0.000 functools.py:186(<setcomp>)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:530(_caller)
        1    0.000    0.000    0.000    0.000 _interface.py:507(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 cauchy.py:13(Cauchy)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:708(PngImageFile)
        1    0.000    0.000    0.000    0.000 transforms.py:1271(Transform)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:25(BlockMatrix)
        2    0.000    0.000    0.000    0.000 decorator.py:311(wrapper)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1488(DraggableBase)
        1    0.000    0.000    0.000    0.000 pycode.py:677(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:93(AppliedFunction)
        1    0.000    0.000    0.000    0.000 mock.py:2352(_Call)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 numbers.py:3814(NumberSymbol)
        1    0.000    0.000    0.000    0.000 functions.py:3(SpecialFunctions)
        1    0.000    0.000    0.000    0.000 gridspec.py:543(SubplotSpec)
        1    0.000    0.000    0.000    0.000 extensions.py:216(MonogenicFiniteExtension)
        1    0.000    0.000    0.000    0.000 __init__.py:1964(CUDARngStateHelper)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(LongStorage)
        1    0.000    0.000    0.000    0.000 sequences.py:963(SeqExprOp)
        1    0.000    0.000    0.000    0.000 c_parser.py:508(p_translation_unit_or_empty)
        1    0.000    0.000    0.000    0.000 assume.py:81(AppliedPredicate)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 dataframes.py:60(Capture)
        1    0.000    0.000    0.000    0.000 bn_relu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:463(StreamContext)
        1    0.000    0.000    0.000    0.000 activation.py:575(SELU)
        1    0.000    0.000    0.000    0.000 __init__.py:1162(ShortStorage)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:2047(Shi)
        1    0.000    0.000    0.000    0.000 backend_registry.py:43(backend_registered)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:409(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 utils.py:2520(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 _bunch.py:2(<module>)
        1    0.000    0.000    0.000    0.000 subgraph_rewriter.py:17(Match)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
       18    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        1    0.000    0.000    0.000    0.000 graph_signature.py:83(OutputSpec)
        1    0.000    0.000    0.000    0.000 ast.py:68(_convert_signed_num)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:589(unused)
        1    0.000    0.000    0.000    0.000 plot.py:493(BaseSeries)
        1    0.000    0.000    0.000    0.000 numbers.py:1094(catalan)
        1    0.000    0.000    0.000    0.000 dataset.py:191(TensorDataset)
        1    0.000    0.000    0.000    0.000 activation.py:359(SiLU)
        4    0.000    0.000    0.000    0.000 libmpf.py:454(to_float)
        1    0.000    0.000    0.000    0.000 fuse_modules.py:2(<module>)
        1    0.000    0.000    0.000    0.000 modules.py:602(SubModule)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.000    0.000 _pyio.py:2170(flush)
        1    0.000    0.000    0.000    0.000 hyper.py:75(hyper)
        1    0.000    0.000    0.000    0.000 hadamard.py:322(HadamardPower)
        1    0.000    0.000    0.000    0.000 _content_store.py:192(ContentStoreReader)
        3    0.000    0.000    0.000    0.000 dimensions.py:355(dimensional_dependencies)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        3    0.000    0.000    0.000    0.000 mock.py:294(__getattr__)
       18    0.000    0.000    0.000    0.000 _internal.py:827(<listcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 _pyio.py:441(_checkSeekable)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3386(__init__)
        1    0.000    0.000    0.000    0.000 profiler_util.py:435(FunctionEvent)
        1    0.000    0.000    0.000    0.000 internal.py:41(__init__)
        1    0.000    0.000    0.000    0.000 client.py:237(HTTPResponse)
        1    0.000    0.000    0.000    0.000 gridspec.py:328(GridSpec)
        1    0.000    0.000    0.000    0.000 array_comprehension.py:10(ArrayComprehension)
        1    0.000    0.000    0.000    0.000 core.py:4714(NotAny)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 fold.py:155(Unfold)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        3    0.000    0.000    0.000    0.000 {built-in method gmpy2.gmpy2.isqrt_rem}
        1    0.000    0.000    0.000    0.000 _nonlin.py:582(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 combining.py:110(_ContainerTemplate)
       22    0.000    0.000    0.000    0.000 symbol.py:731(<genexpr>)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:244(GaussianDomain)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:8(Embedding)
        1    0.000    0.000    0.000    0.000 pycode.py:619(<listcomp>)
        1    0.000    0.000    0.000    0.000 ideals.py:282(ModuleImplementedIdeal)
        1    0.000    0.000    0.000    0.000 slice.py:31(MatrixSlice)
        1    0.000    0.000    0.000    0.000 _pyio.py:606(RawIOBase)
        5    0.000    0.000    0.000    0.000 _pyio.py:1777(fileno)
        2    0.000    0.000    0.000    0.000 _pyio.py:1277(flush)
        6    0.000    0.000    0.000    0.000 quadrature.py:21(__init__)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gmpyintegerring.py:13(GMPYIntegerRing)
        1    0.000    0.000    0.000    0.000 _lazy_graph_module.py:61(_LazyGraphModule)
        1    0.000    0.000    0.000    0.000 lex.py:632(get_states)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:12(ExpRelaxedCategorical)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        3    0.000    0.000    0.000    0.000 ctx_mp_python.py:600(make_mpc)
        1    0.000    0.000    0.000    0.000 conv_add.py:9(ConvAdd2d)
        1    0.000    0.000    0.000    0.000 modules.py:1335(QuotientModule)
        3    0.000    0.000    0.000    0.000 ctx_base.py:458(memoize)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:12(add_docstr_all)
        1    0.000    0.000    0.000    0.000 _pyio.py:290(OpenWrapper)
        4    0.000    0.000    0.000    0.000 {built-in method posix.isatty}
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:802(_ModuleStackTracer)
        1    0.000    0.000    0.000    0.000 core.py:2863(Char)
        1    0.000    0.000    0.000    0.000 sequences.py:467(SeqPer)
        1    0.000    0.000    0.000    0.000 function.py:802(NestedIOFunction)
        1    0.000    0.000    0.000    0.000 __init__.py:40(_SupportedQEnginesProp)
        1    0.000    0.000    0.000    0.000 rootoftools.py:1043(RootSum)
